ko_mb,ku_naziv,ZUP_NAZIV,ZUP_SJEDIS,Sumarija,USP,ko_fix,Sumariafix
"301485",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Veliko Trojstvo,Bjelovar
"301477",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Velika Pisanica,Velika Pisanica
"301442",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Šandrovac,Velika Pisanica
"301426",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Slovinska Kovačica,Velika Pisanica
"301418",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Severin,Bjelovar
"301400",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Sasovac,Velika Pisanica
"301388",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Ribnjačka,Velika Pisanica
"301353",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Pupelica,Velika Pisanica
"301264",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Orlovac,Velika Pisanica
"301256",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Obrovnica,Bjelovar
"301248",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Rača,Velika Pisanica
"301230",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Nevinac,Bjelovar
"301167",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Kozarevac Račanski,Velika Pisanica
"300993",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Čađavac,Velika Pisanica
"300926",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Bedenik,Velika Pisanica
"300918",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Bedenička,Velika Pisanica
"300900",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Bačkovica,Velika Pisanica
"309826",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Ruškovac,Ivanska
"332739",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Virovitica-grad,Virovitica
"332712",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Virovitica,Virovitica
"332666",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Rušani,Suhopolje
"332640",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Rezovac,Suhopolje
"332593",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Lukač,Virovitica
"332577",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Levinovac,Suhopolje
"332542",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Jasenaš,Suhopolje
"332526",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Brezovica,Suhopolje
"332518",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Gradina,Suhopolje
"332500",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Gornje Bazje,Suhopolje
"332488",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Dugo Selo Lukačko,Virovitica
"332470",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Detkovac,Suhopolje
"332453",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Virovitica,Slatina,Bušetina,Virovitica
"332445",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Budrovac Lukački,Suhopolje
"332437",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Budanica,Suhopolje
"332402",Virovitica,Virovitičko-podravska županij,Virovitica,Šumarija Suhopolje,Slatina,Bačevac,Suhopolje
"323187",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Donje Kusonje,Slatina
"323101",Slatina,Virovitičko-podravska županij,Virovitica,Šumarija Slatina,Slatina,Bistrica,Slatina
"311570",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Grubišno Polje,Bjelovar,Turčević Polje,Grubišno Polje
"301108",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Kakinac,Bjelovar
"309613",Garešnica,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Berek,Ivanska
"303968",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Sredska,Ivanska
"303925",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Petrička,Ivanska
"303917",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Narta,Ivanska
"303836",Čazma,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Ivanska,Bjelovar,Ðurđic,Ivanska
"301329",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Predavac,Bjelovar
"301027",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Diklenica,Bjelovar
"300977",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Brezovac,Bjelovar
"300969",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Nove Plavnice-Hrgovljani,Bjelovar
"300934",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Bjelovar,Bjelovar
"311600",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Veliki Grđevac,Veliki Grđevac
"311413",Grubišno Polje,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Veliki Grđevac,Bjelovar,Dražica,Veliki Grđevac
"301469",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Tomaš,Bjelovar
"301272",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Orovac,Bjelovar
"301205",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Bjelovar,Bjelovar,Trojstveni Markovac,Bjelovar
"301035",Bjelovar,Bjelovarsko-bilogorska županij,Bjelovar,Šumarija Velika Pisanica,Bjelovar,Drljanovac,Velika Pisanica
"303577",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Šenkovec,Čakovec
"303518",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Slakovec,Čakovec
"303283",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Mihovljan,Čakovec
"302791",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Bogdanovec,Čakovec
"303739",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Žiškovec,Čakovec
"303712",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Željezna Gora,Čakovec
"303704",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Zebanec,Čakovec
"303682",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Zasadbreg,Čakovec
"303666",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Vukanovec,Čakovec
"303658",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Vratišinec,Čakovec
"303640",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Sveti Urban,Čakovec
"303607",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Štrukovec,Čakovec
"303593",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Štrigova,Čakovec
"303526",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Stanetinec,Čakovec
"303496",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Selnica,Čakovec
"303470",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Robadje,Čakovec
"303453",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Prhovec,Čakovec
"303372",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Peklenica,Čakovec
"303321",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Novo Selo Rok,Čakovec
"303291",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Mursko Središće,Čakovec
"303275",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Martinuševec,Čakovec
"303267",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Sveti Martin na Muri,Čakovec
"303224",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Mačkovec,Čakovec
"303208",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Lopatinec,Čakovec
"303186",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Križovec,Čakovec
"303178",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Krištanovec,Čakovec
"303119",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Hlapičina,Čakovec
"303089",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Gradiščak,Čakovec
"303046",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Gornji Mihaljevec,Čakovec
"303038",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Gornji Kraljevec,Čakovec
"303011",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Gornja Dubrava,Čakovec
"303437",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Preseka,Čakovec
"302953",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Dragoslavec,Čakovec
"302767",Čakovec,Međimurska županija,Čakovec,Šumarija Čakovec,Koprivnica,Badličan,Čakovec
"336394",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Županja,Vinkovci,Županja,Županja
"336386",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Vrbanja,Vinkovci,Vrbanja,Vrbanja
"336378",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Županja,Vinkovci,Štitar,Županja
"336360",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Cerna,Vinkovci,Šiškovci,Cerna
"336351",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Strošinci,Vinkovci,Strošinci,Strošinci
"336343",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Vrbanja,Vinkovci,Soljani,Vrbanja
"336335",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Gunja,Vinkovci,Rajevo Selo,Gunja
"336327",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Gunja,Vinkovci,Račinovci,Gunja
"336319",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Gunja,Vinkovci,Posavski Podgajci,Gunja
"336297",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Gunja,Vinkovci,Gunja,Gunja
"336289",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Cerna,Vinkovci,Gradište,Cerna
"336262",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Gunja,Vinkovci,Ðurići,Gunja
"336254",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Vrbanja,Vinkovci,Drenovci,Vrbanja
"336246",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Cerna,Vinkovci,Cerna,Cerna
"336238",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Županja,Vinkovci,Bošnjaci,Županja
"336220",Županja,Vukovarsko-srijemska županija,Vukovar,Šumarija Strizivojna,Vinkovci,Babina Greda,Strizivojna
"334316",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Vukovar,Vukovar
"334286",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Tovarnik,Vukovar
"334278",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Tompojevci,Vukovar
"334260",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Ilok,Vinkovci,Šarengrad,Ilok
"334251",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Svinjarevci,Vukovar
"334243",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Sotin,Vukovar
"334235",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Petrovci,Vukovar
"334219",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Ilok,Vinkovci,Opatovac,Ilok
"334197",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Negoslavci,Vukovar
"334189",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Ilok,Vinkovci,Mohovo,Ilok
"334162",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Mikluševci,Vukovar
"334146",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Lovas,Vukovar
"334111",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Ilok,Vinkovci,Ilok,Ilok
"334103",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Grabovo,Vukovar
"334090",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Čakovci,Vukovar
"334081",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Bršadin,Vukovar
"334057",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Bogdanovci,Vukovar
"334022",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Berak,Vukovar
"334014",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Ilok,Vinkovci,Bapska,Ilok
"332399",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Mikanovci,Vinkovci,Vođinci,Mikanovci
"332372",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Vinkovci II,Vinkovci
"332364",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Vinkovci I,Vukovar
"332356",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Vinkovačko Novo Selo,Vukovar
"332348",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Vinkovački Banovci,Vukovar
"332321",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Šidski Banovci,Vukovar
"332313",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Mikanovci,Vinkovci,Stari Mikanovci,Mikanovci
"332305",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Stari Jankovci,Vukovar
"332291",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Sremske Laze,Vinkovci
"332283",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Slakovci,Vinkovci
"332275",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Rokovci,Vinkovci
"332267",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Cerna,Vinkovci,Retkovci,Cerna
"332259",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Cerna,Vinkovci,Prkovci,Cerna
"332232",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Privlaka,Vinkovci
"332224",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Lipovac,Vinkovci,Podgrađe,Lipovac
"332216",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Otok,Vinkovci,Otok,Otok
"332208",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Ostrovo,Vukovar
"332194",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Orolik,Vinkovci
"332186",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Nuštar,Vukovar
"332178",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Mikanovci,Vinkovci,Novi Mikanovci,Mikanovci
"332160",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Novi Jankovci,Vinkovci
"332151",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Lipovac,Vinkovci,Nijemci,Lipovac
"332143",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Mirkovci,Vinkovci
"332127",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Marinci,Vukovar
"332119",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Lipovac,Vinkovci,Lipovac,Lipovac
"332089",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Otok,Vinkovci,Komletinci,Otok
"332062",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Mikanovci,Vinkovci,Karadžićevo,Mikanovci
"332054",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Jarmina,Vukovar
"332046",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Mikanovci,Vinkovci,Ivankovo,Mikanovci
"332038",Ilok,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Ilača,Vukovar
"332020",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Gaboš,Vukovar
"332011",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vinkovci,Vinkovci,Ðeletovci,Vinkovci
"332003",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Otok,Vinkovci,Donje Novo Selo,Otok
"331996",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Cerić,Vukovar
"331988",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Lipovac,Vinkovci,Apševci,Lipovac
"331970",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Antin,Vukovar
"331961",Vinkovci,Vukovarsko-srijemska županija,Vukovar,Šumarija Cerna,Vinkovci,Andrijaševci,Cerna
"328952",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Trnjani,Nova Gradiška,Vrpolje,Trnjani
"328910",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Trnjani,Nova Gradiška,Velika Kopanica,Trnjani
"328863",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Strizivojna,Vinkovci,Šamac Slavonski,Strizivojna
"328731",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Strizivojna,Vinkovci,Sikirevci,Strizivojna
"328430",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Strizivojna,Vinkovci,Kruševica,Strizivojna
"328367",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Trnjani,Nova Gradiška,Jaruge,Trnjani
"328359",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Strizivojna,Vinkovci,Gundinci,Strizivojna
"328120",Slavonski Brod,Brodsko-posavska županija,Slavonski Brod,Šumarija Strizivojna,Vinkovci,Beravci,Strizivojna
"309214",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Vučevci,Đakovo
"309206",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Mikanovci,Vinkovci,Vrbica,Mikanovci
"309192",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Viškovci,Đakovo
"309141",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Strizivojna,Vinkovci,Strizivojna,Strizivojna
"309117",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Semeljci,Đakovo
"308978",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Mrzović,Osijek
"308960",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Strizivojna,Vinkovci,Merolino Sikirevačko,Strizivojna
"308889",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Kešinci,Osijek
"308862",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Ivanovci Gorjanski,Đakovo
"308820",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Forkuševci,Đakovo
"308811",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Ðurđanci,Đakovo
"308803",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Ðakovo,Đakovo
"308765",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Budrovci,Đakovo
"320714",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Šodolovci,Osijek
"320684",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Paulin Dvor,Osijek
"320633",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Laslovo,Osijek
"320625",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Koprivna,Osijek
"320595",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Hrastin,Osijek
"320587",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Ernestinovo,Osijek
"320552",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Dopsin,Osijek
"320501",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Beketinci,Osijek
"320471",Osijek,Osječko-baranjska županija,Osijek,Šumarija Osijek,Osijek,Ada,Osijek
"309044",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Potnjani,Đakovo
"308790",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Drenje,Đakovo
"308722",Ðakovo,Osječko-baranjska županija,Osijek,Šumarija Đakovo,Osijek,Bračevci,Đakovo
"334294",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Trpinja,Vukovar
"334227",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Pačetin,Vukovar
"334154",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Ludvinci,Vukovar
"334138",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Lipovača,Vukovar
"334073",Vukovar,Vukovarsko-srijemska županija,Vukovar,Šumarija Vukovar,Vinkovci,Borovo Naselje,Vukovar
